Date,Species,PollenRecipient,PollenDonor,StartTime,EndTime,Style,StyleLength_um,LowPollen,PollenTubeLength_um
8_28_23,M82,4,12,1155,1712,1,5451.512,TRUE,1237.878
8_28_23,M82,4,12,1155,1712,1,5451.512,TRUE,851.501
8_28_23,M82,4,17,1156,1714,1,4424.425,FALSE,4348.099
8_28_23,M82,4,17,1156,1714,1,4424.425,FALSE,4087.011
8_28_23,M82,4,17,1156,1714,1,4424.425,FALSE,2348.743
8_28_23,M82,4,17,1156,1714,1,4424.425,FALSE,1775.282
8_28_23,M82,4,17,1156,1714,1,4424.425,FALSE,1740.833
8_28_23,M82,8,13,1150,1710,1,3228.775,FALSE,1865.21
8_28_23,M82,8,13,1150,1710,1,3228.775,FALSE,1788.13
8_28_23,M82,8,13,1150,1710,1,3228.775,FALSE,1749.337
8_28_23,M82,8,13,1150,1710,1,3228.775,FALSE,1616.094
8_28_23,M82,8,13,1150,1710,1,3228.775,FALSE,1369.327
8_28_23,M82,8,13,1155,1712,2,5051.623,FALSE,5034.919
8_28_23,M82,8,13,1155,1712,2,5051.623,FALSE,5040.613
8_28_23,M82,8,13,1155,1712,2,5051.623,FALSE,5049.974
8_28_23,M82,8,13,1155,1712,2,5051.623,FALSE,5055.257
8_28_23,M82,8,13,1155,1712,2,5051.623,FALSE,4800.785
