Test,AccessionNum,IndividualNum,Plate Location,ImageUsed,NumHealthyPollen,NumGerminated,NumBurstPollenTubes,UnhealthyPollenScore,PollenSampleGridNumber,umPollenDiameter,umPollenTubeLength
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,12,24.04,124.56
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,16,22.72,93.61
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,24,19.46,404.48
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,29,21.55,415.56
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,33,19.61,327.12
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,43,19.11,254.01
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,45,20.9,115.35
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,76,26.24,126.39
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,81,20.77,296.6
PGAssay23_5_18,M82,9,C6,1,36,33,17,3,87,26.26,208.86
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,12,16.89,55.48
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,16,22.73,98.21
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,24,22.43,68.9
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,29,16.57,178.68
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,33,22.43,139.58
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,43,21.28,123.63
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,45,18.28,172.4
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,76,20.31,125.64
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,81,16.94,98
PGAssay23_5_18,M82,12,C5,4,42,36,24,2,87,17.69,164.67
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,12,20.02,295.81
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,16,19.46,339.51
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,24,20.19,148.72
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,29,18.61,404.64
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,33,19.96,678.43
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,43,22.62,393.25
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,45,20.19,132.14
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,76,22.31,151.02
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,81,22.87,202.59
PGAssay23_5_18,M82,13,B3,3,58,58,29,1,87,22.03,166.54
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,12,23.4,278.1
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,16,24.15,174.48
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,24,22.31,40.24
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,29,22.31,104.88
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,33,22.47,126.92
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,43,19.23,227.8
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,45,26.44,32.25
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,76,20,280.66
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,81,24.96,41.33
PGAssay23_5_18,M82,14,B5,4,51,38,11,4,87,19.37,151.23
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,12,23.55,207.58
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,16,21.66,260.52
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,24,24.15,119.41
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,29,23.86,400.72
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,33,24.14,102.26
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,43,22.73,53.63
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,45,20.7,118.62
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,76,23.48,163.94
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,81,26.11,100.08
PGAssay23_5_18,M82,17,C4,3,67,55,22,3,87,19.23,219.16
