 ,Area,Mean,Min,Max,Length
633,115.976,114.641,46.657,255.000,150.560
634,20.710,104.935,84.060,117.839,26.255
635,17.160,115.241,98.509,135.426,22.027
636,25.444,96.040,84.794,110.760,32.654
637,28.994,109.898,94.333,118.318,37.612
638,23.669,97.978,87.681,110.221,30.460
639,30.769,116.269,110.107,124.278,39.539
640,25.444,98.569,82.260,112.626,32.708
641,31.361,110.248,89.118,124.547,40.548
642,22.485,106.029,89.667,116.452,28.503
643,37.278,119.329,94.000,127.516,48.418
644,18.935,96.281,83.705,112.865,24.044
645,5.325,89.667,66.333,120.000,6.154
646,22.485,103.164,63.450,115.335,28.915
647,34.320,123.333,105.165,134.446,44.341
648,21.893,106.487,94.931,116.522,27.735
649,8.876,157.974,45.703,254.808,11.456
650,21.893,94.758,86.794,118.667,27.746
651,27.811,110.133,72.123,120.704,36.012
652,20.710,90.757,56.690,105.862,26.912
653,28.402,109.735,83.667,120.000,36.402
654,21.302,100.187,80.013,121.821,26.967
655,130.178,129.901,84.493,141.782,168.612
656,23.077,90.425,76.584,110.057,29.322
657,47.337,120.937,96.296,130.740,61.430
658,21.302,100.262,89.204,114.341,27.489
659,81.657,120.695,80.652,133.750,105.639
660,24.852,95.776,78.375,111.141,31.716
661,34.320,119.387,92.333,131.569,44.004
662,19.527,106.486,95.661,116.021,25.197
663,44.970,116.669,96.400,151.597,57.982
664,20.710,109.990,82.785,135.541,26.658
665,128.402,127.171,105.592,139.525,166.365
666,24.260,106.705,82.263,126.525,31.388
667,111.834,106.115,48.575,138.436,145.327
668,21.302,94.702,80.645,101.894,27.316
669,65.089,128.962,106.570,142.467,84.096
670,24.260,113.946,100.333,121.933,30.769
671,15.976,123.377,108.855,141.355,20.564
672,21.302,101.411,86.667,109.684,27.489
673,37.278,104.966,48.333,136.517,48.282
674,20.710,95.847,82.377,114.069,26.658
675,171.006,116.985,106.333,126.165,221.580
676,21.893,85.347,76.786,94.545,28.000
677,58.580,112.198,78.209,120.981,76.171
678,21.302,96.294,62.753,111.919,26.934
679,126.627,113.873,74.202,121.955,164.501
680,22.485,63.296,47.556,99.000,28.915
681,118.343,116.549,94.667,128.382,153.291
682,20.118,86.243,65.208,97.651,26.120
683,37.870,88.249,45.667,110.467,48.943
684,21.893,104.847,94.333,114.000,27.692
685,20.118,104.980,97.249,115.771,25.728
686,22.485,94.444,78.410,104.201,28.874
687,31.361,102.145,84.000,122.318,41.837
688,20.710,103.877,92.840,110.793,26.525
689,43.787,129.882,8.319,254.738,56.914
690,23.077,93.020,80.441,105.098,29.603
691,39.053,112.133,74.794,124.836,50.919
692,13.609,65.152,53.132,93.000,17.575
693,132.544,122.880,10.513,255.000,171.698
694,23.077,87.824,75.909,100.846,29.241
695,120.118,116.029,92.667,140.298,155.749
696,19.527,97.693,80.000,114.812,25.197
697,128.994,117.994,94.333,127.964,167.320
698,19.527,92.089,69.842,109.188,24.627
699,133.728,118.835,107.344,131.079,173.478
700,24.852,93.087,77.650,114.132,31.772
701,28.994,114.353,103.000,130.000,37.692
702,23.077,85.293,77.261,102.667,29.961
703,130.769,114.203,73.600,135.590,170.567
704,19.527,93.737,71.000,110.333,24.615
705,59.172,124.748,76.000,135.887,76.559
706,20.118,85.425,69.067,97.988,25.801
707,126.036,111.678,75.486,128.116,163.415
708,24.852,93.302,83.737,99.051,31.623
709,60.355,122.644,85.667,131.622,77.754
710,20.710,90.736,79.774,104.050,26.525
711,118.935,114.708,89.333,120.766,154.102
712,18.935,94.916,78.745,113.437,24.434
713,146.746,118.008,98.001,127.557,190.782
714,18.935,101.166,86.515,112.747,24.044
715,95.858,112.578,60.711,153.844,124.561
716,17.751,100.086,77.888,122.458,22.715
717,71.598,113.225,92.667,128.947,93.607
718,15.385,118.381,90.000,141.002,19.460
719,311.243,121.589,58.470,148.817,404.482
720,17.160,121.291,67.667,143.005,21.552
721,320.118,126.412,68.294,143.874,415.559
722,15.385,128.061,102.489,150.803,19.612
723,252.071,120.455,76.716,130.706,327.116
724,14.793,117.820,98.527,136.069,19.107
725,195.858,117.632,84.655,130.529,254.014
726,16.568,108.073,81.512,121.617,20.897
727,88.757,119.423,111.106,125.230,115.345
728,20.710,106.287,78.155,129.473,26.255
729,97.633,119.705,106.000,126.660,126.390
730,16.568,100.500,77.000,128.000,20.769
731,228.402,118.636,66.311,136.500,296.600
732,20.710,112.732,86.229,136.399,26.255
733,160.947,118.283,106.980,126.582,208.864
734,13.018,95.513,58.000,106.487,16.888
735,43.195,107.952,61.333,123.375,55.477
736,17.751,111.441,90.210,129.870,22.728
737,75.740,121.944,100.000,144.244,98.206
738,17.751,98.265,86.321,107.098,22.427
739,53.254,117.721,98.882,124.057,68.899
740,13.018,114.587,91.056,127.563,16.570
741,137.870,116.287,57.479,144.126,178.679
742,17.751,102.755,91.336,117.461,22.427
743,107.692,117.597,91.178,131.666,139.583
744,16.568,92.968,57.530,114.374,21.276
745,95.266,117.614,84.859,131.993,123.634
746,14.201,102.464,88.000,112.913,18.284
747,133.136,118.471,98.667,130.647,172.403
748,15.976,112.399,66.269,133.538,20.308
749,97.041,119.204,63.796,134.555,125.636
750,13.609,79.198,67.546,101.483,16.941
751,75.740,113.859,77.213,132.480,97.995
752,14.201,119.792,56.333,152.333,17.692
753,126.627,105.345,51.018,132.171,164.669
754,15.976,123.543,87.604,140.695,20.015
755,227.811,124.123,110.000,144.038,295.805
756,15.385,120.373,70.333,149.559,19.460
757,261.538,126.234,71.151,138.762,339.514
758,15.976,122.282,99.020,151.421,20.191
759,114.793,128.974,115.810,138.613,148.722
760,14.793,125.822,95.450,148.118,18.605
761,311.243,133.101,87.000,146.151,404.640
762,15.385,120.512,97.333,146.580,19.956
763,521.893,128.799,60.807,145.650,678.426
764,17.751,127.478,99.065,141.094,22.624
765,302.959,128.686,18.317,255.000,393.246
766,15.976,122.282,99.020,151.421,20.191
767,101.775,128.431,118.333,136.370,132.144
768,17.751,115.400,76.000,130.333,22.308
769,116.568,127.954,61.969,255.000,151.017
770,17.751,116.076,85.000,133.327,22.871
771,156.213,126.509,104.608,143.452,202.594
772,17.160,112.178,96.803,139.604,22.027
773,128.402,116.779,77.609,135.427,166.536
774,18.343,107.675,80.000,126.343,23.395
775,214.201,116.310,67.458,140.913,278.104
776,18.935,87.792,60.978,110.675,24.154
777,134.320,115.760,67.000,123.848,174.484
778,17.751,100.122,80.667,111.440,22.308
779,31.361,115.618,76.349,139.470,40.237
780,17.751,104.462,75.019,118.279,22.308
781,80.473,119.558,78.512,130.206,104.883
782,17.751,90.503,64.576,104.996,22.466
783,97.633,90.353,50.496,129.712,126.923
784,15.385,90.705,70.000,112.000,19.231
785,175.740,125.523,93.598,134.537,227.801
786,20.710,99.891,88.299,109.000,26.435
787,24.852,114.925,90.000,126.760,32.252
788,15.976,104.049,91.333,112.667,20.000
789,215.976,125.771,89.000,139.881,280.658
790,19.527,104.042,93.546,121.190,24.962
791,31.953,110.322,91.413,121.423,41.330
792,15.385,115.861,82.373,133.350,19.369
793,116.568,122.666,90.667,134.646,151.226
794,18.343,79.946,65.974,93.883,23.547
795,159.763,98.086,79.504,105.519,207.583
796,17.160,87.945,48.284,115.477,21.662
797,200.592,99.947,71.459,108.604,260.523
798,18.935,84.294,66.406,115.651,24.154
799,92.308,95.072,71.667,104.240,119.410
800,18.935,84.144,61.502,107.333,23.859
801,308.284,104.778,61.667,125.327,400.716
802,18.935,98.191,79.004,124.324,24.142
803,78.698,104.878,75.035,117.268,102.262
804,17.751,100.716,96.052,108.670,22.728
805,41.420,109.142,83.883,135.315,53.629
806,15.976,74.395,54.317,91.180,20.698
807,91.716,93.262,72.187,107.158,118.617
808,18.343,82.858,77.333,96.719,23.484
809,126.627,98.041,64.174,114.806,163.936
810,20.118,91.948,80.347,102.620,26.109
811,77.515,99.616,87.821,106.589,100.083
812,15.385,101.936,79.000,113.667,19.231
813,168.639,104.003,77.330,117.223,219.163
